title,company,description,tags,salary_min,salary_max,location,date,source
ernity blockchain,Unknown,æternity blockchain | Developer Advocate | UI&#x2F;UX Designer | CMO | Project Manager | Director Asia-Pacific | REMOTE | https:&#x2F;&#x2F;angel.co&#x2F;company&#x2F;aeternity-blockchain&#x2F;jobs,,,,REMOTE,2020-03-26T07:20:55Z,HackerNews
Medics,Geeky Medics,"Geeky Medics | Front-end developer (Bootstrap, Jquery)| Newcastle, UK | Part-time | Remote | https:&#x2F;&#x2F;geekyquiz.com Geeky Medics is a free online education platform for medical students. I founded it almost 10 years ago and have bootstrapped it to become one of the most popular educational resources for medical students. We more recently built out a collaborative quiz platform for the community and now have over 60k users. We have a skilled, remote, UK based Django developer on the team, who has been working largely solo for 18 months. I’m now looking for an experienced developer to take over the front-end responsibilities, including implementation of a new Bootstrap based design to further refine our UI&#x2F;UX. If this sounds interesting, you can email me at lewis@geekymedics.com",,,,Remote,2020-03-26T04:28:39Z,HackerNews
ublic Cloud Product Manager role,Unknown,"Hello. I&#x27;m really interested in the Public Cloud Product Manager role. Unfortunately, even after trying to apply from 2 different devices, one Windows and one Mac, on 3 different browsers, I keep getting a &quot;413 Request Entity Too Large&quot; error. Would love to apply and continue Canonical&#x27;s mission. Feel free to email me at ITBusinessAdvocate@gmail.com Thanks.",,,,Not specified,2020-03-26T02:03:19Z,HackerNews
(France),Unknown,"Inpher ( https:&#x2F;&#x2F;www.inpher.io&#x2F; ) | New York (USA), Lausanne (Switzerland), Paris (France) | Software Engineers | Full-time | Onsite At Inpher, we believe that privacy and security are foundational to the future of computing and have built enterprise products to make this vision a reality. We are a small team of veteran founders, world-renowned cryptographers and proven software engineers. We are headquartered in New York City, with satellite offices in San Francisco and Lausanne, Switzerland, and have raised $14M in funding. Apply at https:&#x2F;&#x2F;www.inpher.io&#x2F;careers Or email to me directly at $user@inpher.io, where each ascii character of $user can be obtained by solving for x and converting to base-128, x = 145767 mod 611939, x = 109572 mod 598463",,,,Onsite,2020-03-26T01:59:07Z,HackerNews
Routific,Routific,"Routific | Engineers and Designers | Vancouver, BC | Full-time | Onsite &amp; Visa | https:&#x2F;&#x2F;routific.com At Routific we’re helping hundreds of businesses around the globe save time and fuel with route optimization. Our mission? To make route optimization accessible to every last-mile delivery company. Named one of Fast Company’s “World Changing Ideas”, we are creating a more sustainable world by reducing waste and greenhouse gas emissions. Headquartered in beautiful Vancouver BC, with sweeping views of the ocean and mountains. To learn more about who we are, our engineering culture, and whether this is the right place for you, read our Key Values profile: https:&#x2F;&#x2F;www.keyvalues.com&#x2F;routific Check out our open roles: * Senior Product Designer: https:&#x2F;&#x2F;angel.co&#x2F;company&#x2F;routific&#x2F;jobs&#x2F;655608-senior-product... * Sr. Full-Stack Engineer: https:&#x2F;&#x2F;angel.co&#x2F;company&#x2F;routific&#x2F;jobs&#x2F;590774-sr-full-stack-... Email misa [at] routific.com if you have any questions",,,,Onsite,2020-03-26T00:30:37Z,HackerNews
Poloniex,Poloniex,"Poloniex | Software Engineers &amp; SRE | Full-Time | ONSITE (Flexible WFH, All WFH Temporarily) | Boston, MA Poloniex started as one of the first exchanges for trading cryptocurrencies and digital assets. Poloniex has attracted millions of customers and facilitated tens of billions of dollars of trades. We are dedicated to creating the most advanced digital asset exchange in the world. Join us and help build the future of finance! Senior Software Engineer, Android: https:&#x2F;&#x2F;poloniex.careers&#x2F;?url=job&amp;gh_jid=4003811003 Senior Software Engineer, Trade: https:&#x2F;&#x2F;poloniex.careers&#x2F;?url=job&amp;gh_jid=4008859003 Senior Site Reliability Engineer: https:&#x2F;&#x2F;poloniex.careers&#x2F;?url=job&amp;gh_jid=4002018003 Please apply at the links above or email our Recruiter Michelle at msommerhalter@poloniex.com.",,,,ONSITE,2020-03-25T23:34:46Z,HackerNews
,Apollo Fusion,"Apollo Fusion | Power Electronics Engineer | Full-Time | ONSITE (partial WFH) | SF Bay Area, CA | Apollo Fusion ( https:&#x2F;&#x2F;www.apollofusion.com ) makes electric propulsion systems for the big satellite constellations which will deliver internet around the globe. Currently we have an onsite opening for a Power Electronics Engineer in the bay area. See more at https:&#x2F;&#x2F;apollofusion.com&#x2F;careers.html and apply here: jobs@apollofusion.com",,,,ONSITE,2020-03-25T23:07:31Z,HackerNews
1) Senior Software Engineer (Backend),Unknown,"Formatting error on my part... there are two separate positions: 1) Senior Software Engineer (Backend) | Full-Time 2) DevOps Engineer | Part-Time&#x2F;Full-Time ... thanks to all who have already reached out. I will make sure to clarify this with you, too.",,,,Not specified,2020-03-25T21:55:48Z,HackerNews
Azlo,Azlo,"Azlo|Engineering, DevOps, QA|Full-time|ONSITE in Portland, OR Azlo is a new, quickly growing fintech company that helps business owners, entrepreneurs, and freelancers pay, get paid, and manage their money. Backed by BBVA, we’re seeking to transform small business banking. In short, we’re here to help small businesses survive and thrive. We are aggressively growing our Engineering team - check out our open positions here: https:&#x2F;&#x2F;www.azlo.com&#x2F;careers&#x2F;",,,,ONSITE,2020-03-25T20:29:01Z,HackerNews
depar,Addepar,"Addepar | Full-Time | Engineering | CA,NY,SLC Addepar is a wealth management platform that provides investors and advisors with a clear picture of their complex portfolios by aggregating and analyzing large amounts of financial data in real-time. As an engineer at Addepar, you will have the opportunity to make a big impact while solving complex problems and having a lot of ownership to do so! We have flexible hours&#x2F;WFH policy, great benefits, and provide clear paths for career development. Our tech stack is Java&#x2F;Python&#x2F;Javascript (Ember) but we&#x27;re language&#x2F;framework agnostic from a candidate perspective. We&#x27;re hiring for: Front-End, backend, full-stack, data, and QA engineers with 3+ years of experience. https:&#x2F;&#x2F;grnh.se&#x2F;774fc9a32us",,,,Not specified,2020-03-25T19:19:36Z,HackerNews
Invenia,Invenia,"Invenia | Software Engineer (+ More) | Full-Time | ONSITE | Winnipeg, Canada or Cambridge, UK We are a team of scientists and engineers working together to solve key challenges that the world is facing, such as optimizing the world&#x27;s electrical grids. We focus on using machine learning to optimize complex decision making and reduce inefficiencies. Being a part of the Invenia team presents an opportunity to work with and learn from amazing people with expertise in machine learning, theoretical physics, mathematics, complex systems, and computer science while contributing to research that has a positive impact on our society and the environment. Experience with the following preferred: Julia, Python, AWS, Docker, AI&#x2F;ML, PostgreSQL, Git, Open Source We are looking for people for the following roles: https:&#x2F;&#x2F;jobs.lever.co&#x2F;invenia Get to know us more: Website: https:&#x2F;&#x2F;invenia.ca&#x2F; Blog: https:&#x2F;&#x2F;invenia.github.io&#x2F;blog&#x2F; Github: https:&#x2F;&#x2F;github.com&#x2F;invenia",,,,ONSITE,2020-03-25T18:52:11Z,HackerNews
startup,Unknown,"pre-launch price tracker startup | Software Engineer (Contract) | Part-Time | Remote (US and EU preferred) We are looking for a contract Software Engineer for full-stack web app development in the cloud. We need an engineer with 2+ years of software engineering experience (code, system design, and cloud architecture). We prefer an engineer with Firebase and Google Cloud Platform experience, but if you’re curious, willing to learn, and able to solve problems, reach out. Please email me (address is on my profile) your resume, an example from your portfolio (description of work; screenshots if available), a link to github if you have any open source contributions, and tell me something that you would improve on your favorite shopping website.",,,,Remote,2020-03-25T18:45:04Z,HackerNews
"oard Developer, SRE Engineer Streamroot is hirin",Streamroot,"Streamroot | Paris, FR | Full-Time | Technical Product Manager, Lead Dashboard Developer, SRE Engineer Streamroot is hiring again! We&#x27;re looking for engineers to join our team in Paris, to build the next generation or our client-side content delivery products. More about Streamroot: providing innovative OTT delivery solutions for media groups, internet companies and global businesses, Streamroot mesh delivery, e-CDN and multi-CDN orchestration technologies customize content delivery to each viewer, offering broadcasters a key competitive advantage, enhanced quality of service and greater audience reach. Apply here and mention you saw the post on HN https:&#x2F;&#x2F;streamroot.io&#x2F;careers&#x2F;",,,,Not specified,2020-03-25T18:24:53Z,HackerNews
nown2U,Known2U,"Known2U | Full Stack Engineer | Full-Time | Remote | USA Only Small bootstrapped company in the ETL integration space. Looking for a full stack developer to help us build out our platform. Our core technologies are built around the java ecosystem(e.g. spring boot, apache camel). Ideal candidate would have experience working with java and associated technologies as well as a familiarity with sql and javascript. Depending on your comfort&#x2F;desire besides working on the core of the product there are opportunities to work with a modern javascript framework and to help with our cloud build out. Looking for a pragmatic individual to help us improve our product and process. Contact: careers at known2u.com mention you saw the post on hn",,,,Remote,2020-03-25T18:01:47Z,HackerNews
